      C01      C02      C03      C04      C05      C06      C07      C08      C09      C10      C11      C12      C13      C14      C31      C32      C33      C34                                                                                                                                                                                                                                              
  46.2031  40.1275  54.7032  30.1329  19.6022  23.9576  63.2493  31.1889  39.7292  55.7309  13.2010        0  13.9989        0  55.8368  58.0098        0  51.9756                                                                                                                                                                                                                                              
  46.2044  40.1288  54.7065  30.1340  19.6034  23.8519  63.2550  31.3117  39.6028  55.7423  13.0486        0  14.0895        0  55.8218  58.0452        0  51.9078                                                                                                                                                                                                                                              
  46.2056  40.1301  54.7099  30.1351  19.6046  23.7462  63.2609  31.4345  39.4766  55.7538  12.8959        0  14.1802        0  55.8069  58.0807        0  51.8385                                                                                                                                                                                                                                              
  46.2068  40.1314  54.7133  30.1361  19.6058  23.6407  63.2671  31.5575  39.3503  55.7656  12.7429        0  14.2710        0  55.7921  58.1165        0  51.7676                                                                                                                                                                                                                                              
  46.2081  40.1326  54.7166  30.1372  19.6070  23.5353  63.2734  31.6805  39.2242  55.7775  12.5896        0  14.3619        0  55.7773  58.1526        0  51.6951                                                                                                                                                                                                                                              
  46.2093  40.1339  54.7200  30.1383  19.6082  23.4300  63.2800  31.8036  39.0981  55.7896  12.4361        0  14.4529        0  55.7626  58.1888        0  51.6211                                                                                                                                                                                                                                              
  46.2105  40.1353  54.7234  30.1393  19.6094  23.3248  63.2868  31.9268  38.9721  55.8019  12.2823        0  14.5440        0  55.7479  58.2253        0  51.5457                                                                                                                                                                                                                                              
  46.2117  40.1366  54.7267  30.1404  19.6106  23.2198  63.2939  32.0501  38.8461  55.8144  12.1283        0  14.6352        0  55.7333  58.2620        0  51.4687                                                                                                                                                                                                                                              
  46.2130  40.1379  54.7301  30.1414  19.6118  23.1148  63.3011  32.1736  38.7203  55.8271  11.9740        0  14.7265        0  55.7188  58.2989        0  51.3902                                                                                                                                                                                                                                              
  46.2142  40.1392  54.7335  30.1425  19.6131  23.0100  63.3086  32.2970  38.5945  55.8400  11.8194        0  14.8179        0  55.7043  58.3361        0  51.3102                                                                                                                                                                                                                                              
  46.2154  40.1405  54.7368  30.1435  19.6143  22.9054  63.3163  32.4206  38.4688  55.8531  11.6646        0  14.9095        0  55.6899  58.3734        0  51.2288                                                                                                                                                                                                                                              
  46.2165  40.1419  54.7402  30.1446  19.6155  22.8008  63.3243  32.5443  38.3431  55.8664  11.5095        0  15.0011        0  55.6756  58.4110        0  51.1459                                                                                                                                                                                                                                              
  46.2177  40.1432  54.7435  30.1456  19.6168  22.6964  63.3324  32.6681  38.2175  55.8799  11.3542        0  15.0928        0  55.6613  58.4489        0  51.0616                                                                                                                                                                                                                                              
  46.2189  40.1446  54.7469  30.1467  19.6180  22.5921  63.3408  32.7919  38.0920  55.8935  11.1987        0  15.1846        0  55.6472  58.4869        0  50.9758                                                                                                                                                                                                                                              
  46.2201  40.1459  54.7502  30.1477  19.6193  22.4880  63.3494  32.9158  37.9666  55.9074  11.0429        0  15.2766        0  55.6330  58.5252        0  50.8886                                                                                                                                                                                                                                              
  46.2213  40.1473  54.7536  30.1487  19.6206  22.3839  63.3582  33.0399  37.8412  55.9214  10.8869        0  15.3686        0  55.6190  58.5637        0  50.8000                                                                                                                                                                                                                                              
  46.2224  40.1487  54.7569  30.1498  19.6218  22.2800  63.3673  33.1640  37.7159  55.9357  10.7307        0  15.4607        0  55.6050  58.6024        0  50.7100                                                                                                                                                                                                                                              
  46.2236  40.1501  54.7603  30.1508  19.6231  22.1762  63.3765  33.2882  37.5907  55.9501  10.5743        0  15.5529        0  55.5911  58.6414        0  50.6187                                                                                                                                                                                                                                              
  46.2247  40.1514  54.7636  30.1519  19.6244  22.0726  63.3860  33.4125  37.4656  55.9647  10.4176        0  15.6452        0  55.5773  58.6806        0  50.5259                                                                                                                                                                                                                                              
  46.2259  40.1528  54.7669  30.1529  19.6257  21.9691  63.3957  33.5368  37.3405  55.9796  10.2607        0  15.7376        0  55.5636  58.7200        0  50.4318                                                                                                                                                                                                                                              
  46.2270  40.1542  54.7703  30.1539  19.6270  21.8657  63.4056  33.6613  37.2156  55.9946  10.1036        0  15.8302        0  55.5499  58.7596        0  50.3363                                                                                                                                                                                                                                              
  46.2282  40.1556  54.7736  30.1549  19.6283  21.7624  63.4158  33.7858  37.0907  56.0098   9.9463        0  15.9228        0  55.5363  58.7994        0  50.2396                                                                                                                                                                                                                                              
  46.2293  40.1570  54.7770  30.1560  19.6296  21.6593  63.4261  33.9104  36.9659  56.0252   9.7888        0  16.0155        0  55.5228  58.8395        0  50.1414                                                                                                                                                                                                                                              
  46.2304  40.1585  54.7803  30.1570  19.6309  21.5563  63.4367  34.0351  36.8411  56.0409   9.6311        0  16.1082        0  55.5094  58.8798        0  50.0420                                                                                                                                                                                                                                              
  46.2315  40.1599  54.7836  30.1580  19.6322  21.4534  63.4475  34.1599  36.7165  56.0567   9.4732        0  16.2011        0  55.4960  58.9204        0  49.9413                                                                                                                                                                                                                                              
  46.2326  40.1613  54.7869  30.1590  19.6335  21.3507  63.4585  34.2848  36.5919  56.0727   9.3151        0  16.2941        0  55.4828  58.9611        0  49.8393                                                                                                                                                                                                                                              
  46.2337  40.1627  54.7903  30.1601  19.6349  21.2481  63.4698  34.4097  36.4674  56.0889   9.1568        0  16.3872        0  55.4696  59.0021        0  49.7360                                                                                                                                                                                                                                              
  46.2348  40.1642  54.7936  30.1611  19.6362  21.1456  63.4812  34.5347  36.3430  56.1053   8.9983        0  16.4803        0  55.4565  59.0433        0  49.6315                                                                                                                                                                                                                                              
  46.2359  40.1656  54.7969  30.1621  19.6375  21.0433  63.4929  34.6598  36.2186  56.1219   8.8397        0  16.5735        0  55.4435  59.0848        0  49.5257                                                                                                                                                                                                                                              
  46.2370  40.1671  54.8002  30.1631  19.6389  20.9411  63.5048  34.7850  36.0944  56.1387   8.6808        0  16.6669        0  55.4306  59.1264        0  49.4187                                                                                                                                                                                                                                              
  46.2381  40.1686  54.8036  30.1641  19.6402  20.8391  63.5169  34.9103  35.9702  56.1557   8.5218        0  16.7603        0  55.4178  59.1683        0  49.3105                                                                                                                                                                                                                                              
  46.2392  40.1700  54.8069  30.1651  19.6416  20.7372  63.5292  35.0356  35.8461  56.1729   8.3626        0  16.8538        0  55.4051  59.2104        0  49.2011                                                                                                                                                                                                                                              
  46.2402  40.1715  54.8102  30.1661  19.6430  20.6354  63.5417  35.1610  35.7221  56.1903   8.2033        0  16.9474        0  55.3924  59.2527        0  49.0904                                                                                                                                                                                                                                              
  46.2413  40.1730  54.8135  30.1671  19.6443  20.5338  63.5545  35.2865  35.5982  56.2079   8.0437        0  17.0411        0  55.3799  59.2953        0  48.9786                                                                                                                                                                                                                                              
  46.2424  40.1745  54.8168  30.1681  19.6457  20.4323  63.5675  35.4120  35.4744  56.2257   7.8841        0  17.1348        0  55.3674  59.3381        0  48.8657                                                                                                                                                                                                                                              
  46.2434  40.1759  54.8201  30.1691  19.6471  20.3309  63.5806  35.5377  35.3507  56.2437   7.7242        0  17.2287        0  55.3551  59.3811        0  48.7515                                                                                                                                                                                                                                              
  46.2445  40.1774  54.8234  30.1701  19.6485  20.2297  63.5940  35.6634  35.2270  56.2619   7.5642        0  17.3226        0  55.3428  59.4244        0  48.6363                                                                                                                                                                                                                                              
  46.2455  40.1790  54.8267  30.1711  19.6499  20.1286  63.6076  35.7892  35.1034  56.2803   7.4041        0  17.4166        0  55.3307  59.4678        0  48.5199                                                                                                                                                                                                                                              
  46.2465  40.1805  54.8300  30.1721  19.6513  20.0277  63.6215  35.9150  34.9799  56.2989   7.2438        0  17.5107        0  55.3186  59.5115        0  48.4023                                                                                                                                                                                                                                              
  46.2476  40.1820  54.8333  30.1731  19.6527  19.9269  63.6355  36.0410  34.8565  56.3177   7.0833        0  17.6049        0  55.3066  59.5554        0  48.2837                                                                                                                                                                                                                                              
  46.2486  40.1835  54.8366  30.1741  19.6541  19.8262  63.6497  36.1670  34.7332  56.3367   6.9228        0  17.6991        0  55.2948  59.5996        0  48.1640                                                                                                                                                                                                                                              
  46.2496  40.1850  54.8399  30.1751  19.6555  19.7257  63.6642  36.2931  34.6100  56.3560   6.7620        0  17.7935        0  55.2830  59.6439        0  48.0432                                                                                                                                                                                                                                              
  46.2506  40.1866  54.8432  30.1761  19.6569  19.6253  63.6789  36.4192  34.4869  56.3754   6.6012        0  17.8879        0  55.2714  59.6885        0  47.9214                                                                                                                                                                                                                                              
  46.2516  40.1881  54.8465  30.1770  19.6584  19.5251  63.6938  36.5454  34.3639  56.3950   6.4402        0  17.9824        0  55.2598  59.7333        0  47.7985                                                                                                                                                                                                                                              
  46.2526  40.1897  54.8498  30.1780  19.6598  19.4250  63.7089  36.6717  34.2409  56.4148   6.2790        0  18.0769        0  55.2484  59.7784        0  47.6746                                                                                                                                                                                                                                              
  46.2536  40.1912  54.8531  30.1790  19.6612  19.3251  63.7242  36.7981  34.1181  56.4348   6.1178        0  18.1716        0  55.2370  59.8237        0  47.5496                                                                                                                                                                                                                                              
  46.2546  40.1928  54.8564  30.1800  19.6627  19.2253  63.7397  36.9245  33.9953  56.4551   5.9564        0  18.2663        0  55.2258  59.8692        0  47.4236                                                                                                                                                                                                                                              
  46.2555  40.1943  54.8597  30.1809  19.6641  19.1257  63.7556  37.0510  33.8726  56.4757   5.7950        0  18.3610        0  55.2148  59.9150        0  47.2967                                                                                                                                                                                                                                              
  46.2565  40.1959  54.8629  30.1819  19.6656  19.0262  63.7716  37.1775  33.7500  56.4963   5.6333        0  18.4559        0  55.2038  59.9609        0  47.1688                                                                                                                                                                                                                                              
  46.2575  40.1975  54.8662  30.1829  19.6671  18.9268  63.7877  37.3041  33.6276  56.5171   5.4716        0  18.5508        0  55.1929  60.0071        0  47.0398                                                                                                                                                                                                                                              
  46.2584  40.1991  54.8695  30.1839  19.6685  18.8276  63.8041  37.4308  33.5052  56.5382   5.3098        0  18.6458        0  55.1821  60.0535        0  46.9099                                                                                                                                                                                                                                              
  46.2594  40.2007  54.8728  30.1848  19.6700  18.7286  63.8206  37.5576  33.3829  56.5594   5.1478        0  18.7409        0  55.1714  60.1001        0  46.7791                                                                                                                                                                                                                                              
  46.2603  40.2023  54.8760  30.1858  19.6715  18.6296  63.8374  37.6844  33.2607  56.5809   4.9858        0  18.8361        0  55.1608  60.1470        0  46.6473                                                                                                                                                                                                                                              
  46.2613  40.2039  54.8793  30.1867  19.6730  18.5309  63.8544  37.8113  33.1386  56.6025   4.8236        0  18.9313        0  55.1503  60.1940        0  46.5146                                                                                                                                                                                                                                              
  46.2622  40.2055  54.8826  30.1877  19.6745  18.4323  63.8716  37.9383  33.0166  56.6244   4.6613        0  19.0266        0  55.1400  60.2413        0  46.3810                                                                                                                                                                                                                                              
  46.2632  40.2071  54.8858  30.1887  19.6760  18.3338  63.8889  38.0653  32.8947  56.6465   4.4990        0  19.1220        0  55.1297  60.2889        0  46.2464                                                                                                                                                                                                                                              
  46.2641  40.2087  54.8891  30.1896  19.6775  18.2355  63.9065  38.1924  32.7728  56.6688   4.3365        0  19.2174        0  55.1196  60.3366        0  46.1110                                                                                                                                                                                                                                              
  46.2650  40.2103  54.8923  30.1906  19.6790  18.1374  63.9243  38.3195  32.6511  56.6913   4.1740        0  19.3129        0  55.1096  60.3846        0  45.9747                                                                                                                                                                                                                                              
  46.2659  40.2120  54.8956  30.1915  19.6805  18.0394  63.9424  38.4467  32.5295  56.7139   4.0114        0  19.4085        0  55.0997  60.4328        0  45.8376                                                                                                                                                                                                                                              
  46.2668  40.2136  54.8989  30.1925  19.6820  17.9415  63.9606  38.5740  32.4080  56.7368   3.8486        0  19.5041        0  55.0899  60.4812        0  45.6996                                                                                                                                                                                                                                              
  46.2677  40.2153  54.9021  30.1934  19.6836  17.8438  63.9790  38.7013  32.2866  56.7599   3.6858        0  19.5998        0  55.0803  60.5298        0  45.5607                                                                                                                                                                                                                                              
  46.2686  40.2169  54.9054  30.1943  19.6851  17.7463  63.9976  38.8287  32.1652  56.7833   3.5229        0  19.6956        0  55.0707  60.5787        0  45.4211                                                                                                                                                                                                                                              
  46.2695  40.2186  54.9086  30.1953  19.6866  17.6489  64.0164  38.9561  32.0440  56.8068   3.3600        0  19.7914        0  55.0613  60.6278        0  45.2806                                                                                                                                                                                                                                              
  46.2704  40.2202  54.9118  30.1962  19.6882  17.5517  64.0355  39.0836  31.9229  56.8305   3.1969        0  19.8873        0  55.0521  60.6771        0  45.1393                                                                                                                                                                                                                                              
  46.2712  40.2219  54.9151  30.1972  19.6897  17.4546  64.0547  39.2112  31.8019  56.8544   3.0338        0  19.9833        0  55.0429  60.7267        0  44.9972                                                                                                                                                                                                                                              
  46.2721  40.2236  54.9183  30.1981  19.6913  17.3577  64.0741  39.3388  31.6809  56.8786   2.8707        0  20.0793        0  55.0339  60.7764        0  44.8543                                                                                                                                                                                                                                              
  46.2730  40.2253  54.9216  30.1990  19.6928  17.2610  64.0937  39.4665  31.5601  56.9029   2.7074        0  20.1754        0  55.0249  60.8264        0  44.7106                                                                                                                                                                                                                                              
  46.2738  40.2270  54.9248  30.2000  19.6944  17.1644  64.1136  39.5942  31.4394  56.9275   2.5441        0  20.2715        0  55.0162  60.8766        0  44.5662                                                                                                                                                                                                                                              
  46.2747  40.2286  54.9280  30.2009  19.6960  17.0679  64.1336  39.7220  31.3188  56.9523   2.3807        0  20.3677        0  55.0075  60.9271        0  44.4211                                                                                                                                                                                                                                              
  46.2755  40.2303  54.9312  30.2018  19.6976  16.9716  64.1538  39.8499  31.1983  56.9772   2.2173        0  20.4640        0  54.9990  60.9777        0  44.2752                                                                                                                                                                                                                                              
  46.2764  40.2321  54.9345  30.2027  19.6992  16.8755  64.1743  39.9777  31.0779  57.0024   2.0538        0  20.5603        0  54.9906  61.0286        0  44.1286                                                                                                                                                                                                                                              
  46.2772  40.2338  54.9377  30.2036  19.7007  16.7795  64.1949  40.1057  30.9576  57.0278   1.8902        0  20.6567        0  54.9823  61.0797        0  43.9812                                                                                                                                                                                                                                              
  46.2780  40.2355  54.9409  30.2046  19.7023  16.6837  64.2157  40.2337  30.8374  57.0534   1.7266        0  20.7531        0  54.9741  61.1310        0  43.8332                                                                                                                                                                                                                                              
  46.2788  40.2372  54.9441  30.2055  19.7039  16.5881  64.2367  40.3617  30.7173  57.0793   1.5630        0  20.8496        0  54.9661  61.1826        0  43.6845                                                                                                                                                                                                                                              
  46.2797  40.2389  54.9473  30.2064  19.7055  16.4926  64.2580  40.4898  30.5974  57.1053   1.3993        0  20.9461        0  54.9582  61.2344        0  43.5351                                                                                                                                                                                                                                              
  46.2805  40.2407  54.9506  30.2073  19.7072  16.3973  64.2794  40.6180  30.4775  57.1315   1.2355        0  21.0427        0  54.9505  61.2864        0  43.3850                                                                                                                                                                                                                                              
  46.2813  40.2424  54.9538  30.2082  19.7088  16.3021  64.3010  40.7462  30.3577  57.1580   1.0717        0  21.1393        0  54.9429  61.3386        0  43.2342                                                                                                                                                                                                                                              
  46.2821  40.2442  54.9570  30.2091  19.7104  16.2071  64.3228  40.8744  30.2381  57.1846   0.9079        0  21.2360        0  54.9354  61.3911        0  43.0828                                                                                                                                                                                                                                              
  46.2828  40.2459  54.9602  30.2100  19.7120  16.1123  64.3448  41.0027  30.1185  57.2115   0.7440        0  21.3328        0  54.9281  61.4437        0  42.9308                                                                                                                                                                                                                                              
  46.2836  40.2477  54.9634  30.2109  19.7137  16.0176  64.3670  41.1311  29.9991  57.2386   0.5801        0  21.4296        0  54.9209  61.4966        0  42.7781                                                                                                                                                                                                                                              
  46.2844  40.2494  54.9666  30.2118  19.7153  15.9231  64.3894  41.2595  29.8797  57.2658   0.4162        0  21.5264        0  54.9138  61.5497        0  42.6248                                                                                                                                                                                                                                              
  46.2852  40.2512  54.9698  30.2127  19.7169  15.8288  64.4120  41.3879  29.7605  57.2933   0.2522        0  21.6233        0  54.9069  61.6031        0  42.4709                                                                                                                                                                                                                                              
  46.2859  40.2530  54.9730  30.2136  19.7186  15.7346  64.4348  41.5164  29.6414  57.3211   0.0882        0  21.7203        0  54.9001  61.6566        0  42.3164                                                                                                                                                                                                                                              
  46.2867  40.2548  54.9761  30.2145  19.7203  15.6406  64.4577  41.6450  29.5224  57.3490        0        0  21.8173        0  54.8934  61.7104        0  42.1614                                                                                                                                                                                                                                              
  46.2874  40.2566  54.9793  30.2154  19.7219  15.5468  64.4809  41.7735  29.4035  57.3771        0        0  21.9143        0  54.8869  61.7644        0  42.0057                                                                                                                                                                                                                                              
  46.2882  40.2584  54.9825  30.2163  19.7236  15.4531  64.5042  41.9022  29.2848  57.4055        0        0  22.0114        0  54.8805  61.8187        0  41.8495                                                                                                                                                                                                                                              
  46.2889  40.2602  54.9857  30.2172  19.7253  15.3596  64.5278  42.0308  29.1661  57.4340        0        0  22.1085        0  54.8743  61.8731        0  41.6927                                                                                                                                                                                                                                              
  46.2897  40.2620  54.9889  30.2181  19.7269  15.2663  64.5515  42.1596  29.0476  57.4628        0        0  22.2057        0  54.8682  61.9278        0  41.5353                                                                                                                                                                                                                                              
  46.2904  40.2638  54.9920  30.2189  19.7286  15.1731  64.5754  42.2883  28.9291  57.4918        0        0  22.3029        0  54.8623  61.9827        0  41.3774                                                                                                                                                                                                                                              
  46.2911  40.2656  54.9952  30.2198  19.7303  15.0801  64.5995  42.4171  28.8108  57.5210        0        0  22.4002        0  54.8565  62.0378        0  41.2190                                                                                                                                                                                                                                              
  46.2918  40.2674  54.9984  30.2207  19.7320  14.9873  64.6238  42.5459  28.6926  57.5504        0        0  22.4975        0  54.8508  62.0931        0  41.0601                                                                                                                                                                                                                                              
  46.2925  40.2692  55.0015  30.2216  19.7337  14.8946  64.6483  42.6748  28.5745  57.5800        0        0  22.5948        0  54.8453  62.1487        0  40.9006                                                                                                                                                                                                                                              
  46.2932  40.2711  55.0047  30.2224  19.7354  14.8022  64.6729  42.8037  28.4565  57.6098        0        0  22.6922        0  54.8399  62.2045        0  40.7406                                                                                                                                                                                                                                              
  46.2939  40.2729  55.0079  30.2233  19.7371  14.7099  64.6978  42.9327  28.3387  57.6398        0        0  22.7896        0  54.8347  62.2605        0  40.5802                                                                                                                                                                                                                                              
  46.2946  40.2748  55.0110  30.2242  19.7388  14.6177  64.7228  43.0617  28.2209  57.6701        0        0  22.8871        0  54.8297  62.3167        0  40.4192                                                                                                                                                                                                                                              
  46.2953  40.2766  55.0142  30.2250  19.7406  14.5258  64.7480  43.1907  28.1033  57.7006        0        0  22.9846        0  54.8247  62.3731        0  40.2578                                                                                                                                                                                                                                              
  46.2960  40.2785  55.0173  30.2259  19.7423  14.4340  64.7734  43.3198  27.9858  57.7313        0        0  23.0821        0  54.8200  62.4298        0  40.0959                                                                                                                                                                                                                                              
  46.2967  40.2803  55.0205  30.2268  19.7440  14.3423  64.7990  43.4489  27.8684  57.7622        0        0  23.1797        0  54.8154  62.4867        0  39.9336                                                                                                                                                                                                                                              
  46.2973  40.2822  55.0236  30.2276  19.7458  14.2509  64.8248  43.5780  27.7511  57.7933        0        0  23.2773        0  54.8109  62.5438        0  39.7708                                                                                                                                                                                                                                              
  46.2980  40.2841  55.0268  30.2285  19.7475  14.1596  64.8507  43.7072  27.6340  57.8246        0        0  23.3749        0  54.8066  62.6011        0  39.6076                                                                                                                                                                                                                                              
  46.2986  40.2860  55.0299  30.2293  19.7492  14.0686  64.8769  43.8364  27.5170  57.8561        0        0  23.4726        0  54.8024  62.6586        0  39.4439                                                                                                                                                                                                                                              
  46.2993  40.2879  55.0330  30.2302  19.7510  13.9776  64.9032  43.9657  27.4001  57.8879        0        0  23.5703        0  54.7984  62.7164        0  39.2798                                                                                                                                                                                                                                              
  46.2999  40.2897  55.0362  30.2310  19.7528  13.8869  64.9297  44.0949  27.2833  57.9198        0        0  23.6680        0  54.7946  62.7744        0  39.1153                                                                                                                                                                                                                                              
  46.3005  40.2916  55.0393  30.2319  19.7545  13.7964  64.9563  44.2242  27.1666  57.9520        0        0  23.7658        0  54.7909  62.8326        0  38.9503                                                                                                                                                                                                                                              
  46.3012  40.2935  55.0424  30.2327  19.7563  13.7060  64.9832  44.3536  27.0501  57.9844        0        0  23.8636        0  54.7873  62.8910        0  38.7850                                                                                                                                                                                                                                              
  46.3018  40.2955  55.0455  30.2335  19.7581  13.6158  65.0102  44.4830  26.9336  58.0170        0        0  23.9614        0  54.7839  62.9496        0  38.6193                                                                                                                                                                                                                                              
  46.3024  40.2974  55.0486  30.2344  19.7599  13.5258  65.0374  44.6124  26.8173  58.0498        0        0  24.0593        0  54.7807  63.0085        0  38.4532                                                                                                                                                                                                                                              
  46.3030  40.2993  55.0518  30.2352  19.7616  13.4359  65.0647  44.7418  26.7011  58.0828        0        0  24.1572        0  54.7776  63.0675        0  38.2867                                                                                                                                                                                                                                              
  46.3036  40.3012  55.0549  30.2360  19.7634  13.3463  65.0923  44.8713  26.5851  58.1161        0        0  24.2551        0  54.7747  63.1268        0  38.1199                                                                                                                                                                                                                                              
  46.3042  40.3032  55.0580  30.2369  19.7652  13.2568  65.1200  45.0007  26.4692  58.1496        0        0  24.3530        0  54.7720  63.1863        0  37.9526                                                                                                                                                                                                                                              
  46.3048  40.3051  55.0611  30.2377  19.7670  13.1675  65.1479  45.1303  26.3534  58.1832        0        0  24.4510        0  54.7694  63.2461        0  37.7851                                                                                                                                                                                                                                              
  46.3054  40.3070  55.0642  30.2385  19.7688  13.0784  65.1760  45.2598  26.2377  58.2171        0        0  24.5490        0  54.7669  63.3060        0  37.6172                                                                                                                                                                                                                                              
  46.3060  40.3090  55.0673  30.2393  19.7706  12.9894  65.2042  45.3894  26.1221  58.2512        0        0  24.6470        0  54.7647  63.3662        0  37.4489                                                                                                                                                                                                                                              
