      C01      C02      C03      C04      C05      C06      C07      C08      C09      C10      C11      C12      C13      C14      C31      C32      C33      C34                                                                                                                                                                                                                                              
  45.1641  42.4586  55.7276  30.0668  21.7605  20.5138  30.9950  58.1545   4.3324  45.2473        0        0  52.9308        0  68.6145  30.7362        0        0                                                                                                                                                                                                                                              
  45.1612  42.4610  55.7258  30.0656  21.7628  20.6161  30.8862  58.1347   4.4026  45.1214        0   0.0582  52.9231        0  68.4875  30.6178        0        0                                                                                                                                                                                                                                              
  45.1583  42.4634  55.7241  30.0644  21.7651  20.7185  30.7774  58.1152   4.4729  44.9956        0   0.1639  52.9155        0  68.3604  30.4994        0        0                                                                                                                                                                                                                                              
  45.1554  42.4658  55.7223  30.0633  21.7674  20.8211  30.6687  58.0960   4.5435  44.8698        0   0.2698  52.9081        0  68.2333  30.3812        0        0                                                                                                                                                                                                                                              
  45.1525  42.4683  55.7205  30.0621  21.7697  20.9239  30.5601  58.0770   4.6142  44.7441        0   0.3759  52.9008        0  68.1061  30.2630        0        0                                                                                                                                                                                                                                              
  45.1496  42.4707  55.7187  30.0609  21.7720  21.0268  30.4515  58.0583   4.6851  44.6184        0   0.4821  52.8936        0  67.9787  30.1450        0        0                                                                                                                                                                                                                                              
  45.1467  42.4731  55.7169  30.0598  21.7743  21.1298  30.3430  58.0399   4.7562  44.4927        0   0.5884  52.8866        0  67.8513  30.0271        0        0                                                                                                                                                                                                                                              
  45.1438  42.4755  55.7151  30.0586  21.7766  21.2330  30.2347  58.0217   4.8275  44.3672        0   0.6949  52.8798        0  67.7239  29.9093        0        0                                                                                                                                                                                                                                              
  45.1409  42.4779  55.7133  30.0574  21.7789  21.3363  30.1263  58.0037   4.8990  44.2416        0   0.8016  52.8730        0  67.5963  29.7916        0        0                                                                                                                                                                                                                                              
  45.1379  42.4802  55.7115  30.0562  21.7812  21.4397  30.0181  57.9860   4.9706  44.1161        0   0.9084  52.8665        0  67.4687  29.6740        0        0                                                                                                                                                                                                                                              
  45.1350  42.4826  55.7097  30.0551  21.7834  21.5433  29.9100  57.9686   5.0425  43.9907        0   1.0154  52.8600        0  67.3410  29.5566        0        0                                                                                                                                                                                                                                              
  45.1321  42.4850  55.7079  30.0539  21.7857  21.6471  29.8019  57.9514   5.1145  43.8653        0   1.1226  52.8537        0  67.2132  29.4393        0        0                                                                                                                                                                                                                                              
  45.1292  42.4874  55.7060  30.0527  21.7880  21.7509  29.6940  57.9345   5.1867  43.7400        0   1.2299  52.8476        0  67.0853  29.3221        0        0                                                                                                                                                                                                                                              
  45.1263  42.4898  55.7042  30.0515  21.7902  21.8549  29.5862  57.9177   5.2591  43.6147        0   1.3373  52.8415        0  66.9573  29.2050        0        0                                                                                                                                                                                                                                              
  45.1234  42.4921  55.7023  30.0503  21.7925  21.9591  29.4784  57.9014   5.3316  43.4895        0   1.4450  52.8357        0  66.8293  29.0880        0        0                                                                                                                                                                                                                                              
  45.1205  42.4945  55.7005  30.0492  21.7947  22.0634  29.3706  57.8852   5.4044  43.3643        0   1.5528  52.8300        0  66.7013  28.9712        0        0                                                                                                                                                                                                                                              
  45.1176  42.4968  55.6986  30.0480  21.7970  22.1678  29.2630  57.8693   5.4773  43.2392        0   1.6608  52.8245        0  66.5731  28.8544        0        0                                                                                                                                                                                                                                              
  45.1147  42.4992  55.6968  30.0468  21.7992  22.2724  29.1555  57.8537   5.5504  43.1142        0   1.7689  52.8191        0  66.4449  28.7378        0        0                                                                                                                                                                                                                                              
  45.1118  42.5015  55.6949  30.0456  21.8015  22.3771  29.0480  57.8384   5.6237  42.9892        0   1.8772  52.8138        0  66.3166  28.6213        0        0                                                                                                                                                                                                                                              
  45.1089  42.5039  55.6930  30.0444  21.8037  22.4819  28.9406  57.8233   5.6972  42.8642        0   1.9857  52.8087        0  66.1883  28.5049        0        0                                                                                                                                                                                                                                              
  45.1059  42.5062  55.6911  30.0432  21.8059  22.5869  28.8334  57.8084   5.7709  42.7393        0   2.0943  52.8038        0  66.0598  28.3887        0        0                                                                                                                                                                                                                                              
  45.1030  42.5086  55.6892  30.0420  21.8082  22.6920  28.7262  57.7938   5.8447  42.6145        0   2.2031  52.7990        0  65.9314  28.2725        0        0                                                                                                                                                                                                                                              
  45.1001  42.5109  55.6873  30.0408  21.8104  22.7972  28.6191  57.7795   5.9187  42.4897        0   2.3121  52.7944        0  65.8028  28.1565        0        0                                                                                                                                                                                                                                              
  45.0972  42.5132  55.6854  30.0396  21.8126  22.9026  28.5121  57.7655   5.9929  42.3650        0   2.4213  52.7899        0  65.6742  28.0406        0        0                                                                                                                                                                                                                                              
  45.0943  42.5155  55.6835  30.0384  21.8148  23.0081  28.4052  57.7517   6.0672  42.2404        0   2.5306  52.7856        0  65.5456  27.9249        0        0                                                                                                                                                                                                                                              
  45.0914  42.5179  55.6816  30.0372  21.8170  23.1138  28.2984  57.7381   6.1418  42.1158        0   2.6401  52.7814        0  65.4168  27.8092        0        0                                                                                                                                                                                                                                              
  45.0885  42.5202  55.6797  30.0360  21.8193  23.2196  28.1916  57.7248   6.2165  41.9912        0   2.7498  52.7774        0  65.2881  27.6937        0        0                                                                                                                                                                                                                                              
  45.0856  42.5225  55.6778  30.0348  21.8215  23.3255  28.0850  57.7118   6.2913  41.8667        0   2.8597  52.7736        0  65.1592  27.5783        0        0                                                                                                                                                                                                                                              
  45.0826  42.5248  55.6758  30.0336  21.8237  23.4315  27.9784  57.6990   6.3664  41.7423        0   2.9697  52.7699        0  65.0303  27.4630        0        0                                                                                                                                                                                                                                              
  45.0797  42.5271  55.6739  30.0324  21.8259  23.5377  27.8720  57.6865   6.4416  41.6180        0   3.0800  52.7664        0  64.9014  27.3479        0        0                                                                                                                                                                                                                                              
  45.0768  42.5294  55.6719  30.0312  21.8280  23.6440  27.7656  57.6742   6.5170  41.4937        0   3.1904  52.7630        0  64.7723  27.2328        0        0                                                                                                                                                                                                                                              
  45.0739  42.5316  55.6700  30.0300  21.8302  23.7504  27.6594  57.6622   6.5926  41.3695        0   3.3010  52.7598        0  64.6433  27.1179        0        0                                                                                                                                                                                                                                              
  45.0710  42.5339  55.6680  30.0288  21.8324  23.8570  27.5532  57.6505   6.6683  41.2453        0   3.4117  52.7568        0  64.5142  27.0032        0        0                                                                                                                                                                                                                                              
  45.0681  42.5362  55.6661  30.0276  21.8346  23.9637  27.4472  57.6390   6.7442  41.1212        0   3.5227  52.7539        0  64.3850  26.8885        0        0                                                                                                                                                                                                                                              
  45.0651  42.5385  55.6641  30.0264  21.8368  24.0705  27.3412  57.6278   6.8203  40.9972        0   3.6338  52.7512        0  64.2558  26.7740        0        0                                                                                                                                                                                                                                              
  45.0622  42.5407  55.6621  30.0252  21.8389  24.1774  27.2353  57.6168   6.8965  40.8732        0   3.7452  52.7486        0  64.1265  26.6596        0        0                                                                                                                                                                                                                                              
  45.0593  42.5430  55.6601  30.0239  21.8411  24.2845  27.1296  57.6061   6.9729  40.7493        0   3.8567  52.7463        0  63.9972  26.5454        0        0                                                                                                                                                                                                                                              
  45.0564  42.5453  55.6581  30.0227  21.8433  24.3917  27.0239  57.5957   7.0495  40.6254        0   3.9684  52.7440        0  63.8678  26.4312        0        0                                                                                                                                                                                                                                              
  45.0535  42.5475  55.6561  30.0215  21.8454  24.4990  26.9183  57.5855   7.1262  40.5017        0   4.0803  52.7420        0  63.7384  26.3172        0        0                                                                                                                                                                                                                                              
  45.0505  42.5498  55.6541  30.0203  21.8476  24.6065  26.8129  57.5756   7.2031  40.3780        0   4.1924  52.7401        0  63.6089  26.2034        0        0                                                                                                                                                                                                                                              
  45.0476  42.5520  55.6521  30.0191  21.8497  24.7140  26.7075  57.5659   7.2802  40.2543        0   4.3047  52.7384        0  63.4794  26.0896        0        0                                                                                                                                                                                                                                              
  45.0447  42.5543  55.6501  30.0179  21.8519  24.8217  26.6022  57.5565   7.3574  40.1308        0   4.4171  52.7368        0  63.3499  25.9760        0        0                                                                                                                                                                                                                                              
  45.0418  42.5565  55.6481  30.0166  21.8540  24.9296  26.4971  57.5473   7.4348  40.0073        0   4.5298  52.7354        0  63.2203  25.8625        0        0                                                                                                                                                                                                                                              
  45.0389  42.5587  55.6461  30.0154  21.8561  25.0375  26.3920  57.5384   7.5123  39.8838        0   4.6427  52.7342        0  63.0906  25.7492        0        0                                                                                                                                                                                                                                              
  45.0359  42.5609  55.6440  30.0142  21.8583  25.1456  26.2871  57.5298   7.5901  39.7605        0   4.7557  52.7332        0  62.9610  25.6360        0        0                                                                                                                                                                                                                                              
  45.0330  42.5632  55.6420  30.0130  21.8604  25.2538  26.1822  57.5214   7.6679  39.6372        0   4.8690  52.7323        0  62.8312  25.5229        0        0                                                                                                                                                                                                                                              
  45.0301  42.5654  55.6399  30.0117  21.8625  25.3621  26.0775  57.5133   7.7460  39.5140        0   4.9824  52.7316        0  62.7015  25.4100        0        0                                                                                                                                                                                                                                              
  45.0272  42.5676  55.6379  30.0105  21.8646  25.4705  25.9728  57.5054   7.8242  39.3908        0   5.0961  52.7311        0  62.5717  25.2972        0        0                                                                                                                                                                                                                                              
  45.0243  42.5698  55.6358  30.0093  21.8668  25.5791  25.8683  57.4978   7.9025  39.2677        0   5.2100  52.7307        0  62.4418  25.1845        0        0                                                                                                                                                                                                                                              
  45.0213  42.5720  55.6338  30.0080  21.8689  25.6877  25.7638  57.4904   7.9810  39.1447        0   5.3240  52.7305        0  62.3119  25.0719        0        0                                                                                                                                                                                                                                              
  45.0184  42.5742  55.6317  30.0068  21.8710  25.7965  25.6595  57.4833   8.0597  39.0218        0   5.4383  52.7305        0  62.1820  24.9595        0        0                                                                                                                                                                                                                                              
  45.0155  42.5764  55.6296  30.0056  21.8731  25.9055  25.5553  57.4765   8.1385  38.8990        0   5.5527  52.7307        0  62.0521  24.8473        0        0                                                                                                                                                                                                                                              
  45.0126  42.5786  55.6275  30.0043  21.8752  26.0145  25.4512  57.4699   8.2175  38.7762        0   5.6674  52.7310        0  61.9221  24.7351        0        0                                                                                                                                                                                                                                              
  45.0097  42.5808  55.6254  30.0031  21.8773  26.1236  25.3472  57.4636   8.2967  38.6535        0   5.7823  52.7315        0  61.7921  24.6231        0        0                                                                                                                                                                                                                                              
  45.0067  42.5829  55.6234  30.0019  21.8794  26.2329  25.2433  57.4575   8.3760  38.5308        0   5.8974  52.7322        0  61.6620  24.5113        0        0                                                                                                                                                                                                                                              
  45.0038  42.5851  55.6213  30.0006  21.8814  26.3423  25.1395  57.4517   8.4554  38.4083        0   6.0126  52.7331        0  61.5319  24.3996        0        0                                                                                                                                                                                                                                              
  45.0009  42.5873  55.6191  29.9994  21.8835  26.4518  25.0359  57.4461   8.5350  38.2858        0   6.1281  52.7341        0  61.4018  24.2880        0        0                                                                                                                                                                                                                                              
  44.9980  42.5894  55.6170  29.9982  21.8856  26.5614  24.9323  57.4408   8.6148  38.1634        0   6.2439  52.7353        0  61.2716  24.1765        0        0                                                                                                                                                                                                                                              
  44.9950  42.5916  55.6149  29.9969  21.8877  26.6711  24.8289  57.4358   8.6947  38.0411        0   6.3598  52.7367        0  61.1415  24.0652        0        0                                                                                                                                                                                                                                              
  44.9921  42.5937  55.6128  29.9957  21.8897  26.7810  24.7256  57.4310   8.7748  37.9188        0   6.4759  52.7383        0  61.0113  23.9541        0        0                                                                                                                                                                                                                                              
  44.9892  42.5959  55.6107  29.9944  21.8918  26.8909  24.6223  57.4265   8.8550  37.7967        0   6.5922  52.7401        0  60.8810  23.8430        0        0                                                                                                                                                                                                                                              
  44.9863  42.5980  55.6085  29.9932  21.8939  27.0010  24.5192  57.4222   8.9353  37.6746        0   6.7088  52.7420        0  60.7507  23.7322        0        0                                                                                                                                                                                                                                              
  44.9834  42.6002  55.6064  29.9919  21.8959  27.1112  24.4162  57.4182   9.0158  37.5526        0   6.8256  52.7441        0  60.6205  23.6214        0        0                                                                                                                                                                                                                                              
  44.9804  42.6023  55.6042  29.9907  21.8980  27.2215  24.3134  57.4144   9.0965  37.4306        0   6.9426  52.7464        0  60.4901  23.5108        0        0                                                                                                                                                                                                                                              
  44.9775  42.6044  55.6021  29.9894  21.9000  27.3319  24.2106  57.4109   9.1773  37.3088        0   7.0598  52.7489        0  60.3598  23.4004        0        0                                                                                                                                                                                                                                              
  44.9746  42.6065  55.5999  29.9882  21.9020  27.4424  24.1080  57.4076   9.2583  37.1870        0   7.1772  52.7516        0  60.2294  23.2900        0        0                                                                                                                                                                                                                                              
  44.9717  42.6087  55.5978  29.9869  21.9041  27.5530  24.0054  57.4047   9.3394  37.0653        0   7.2948  52.7544        0  60.0990  23.1799        0        0                                                                                                                                                                                                                                              
  44.9687  42.6108  55.5956  29.9857  21.9061  27.6638  23.9030  57.4019   9.4206  36.9437        0   7.4127  52.7574        0  59.9686  23.0698        0        0                                                                                                                                                                                                                                              
  44.9658  42.6129  55.5934  29.9844  21.9081  27.7746  23.8007  57.3994   9.5020  36.8222        0   7.5308  52.7607        0  59.8382  22.9600        0        0                                                                                                                                                                                                                                              
  44.9629  42.6150  55.5912  29.9832  21.9102  27.8856  23.6986  57.3972   9.5836  36.7008        0   7.6491  52.7641        0  59.7077  22.8502        0        0                                                                                                                                                                                                                                              
  44.9600  42.6171  55.5890  29.9819  21.9122  27.9967  23.5965  57.3952   9.6652  36.5794        0   7.7676  52.7676        0  59.5772  22.7406        0        0                                                                                                                                                                                                                                              
  44.9571  42.6192  55.5868  29.9806  21.9142  28.1078  23.4946  57.3935   9.7471  36.4582        0   7.8863  52.7714        0  59.4467  22.6312        0        0                                                                                                                                                                                                                                              
  44.9541  42.6212  55.5846  29.9794  21.9162  28.2191  23.3928  57.3920   9.8290  36.3370        0   8.0053  52.7754        0  59.3162  22.5219        0        0                                                                                                                                                                                                                                              
  44.9512  42.6233  55.5824  29.9781  21.9182  28.3305  23.2911  57.3908   9.9112  36.2159        0   8.1245  52.7795        0  59.1856  22.4127        0        0                                                                                                                                                                                                                                              
  44.9483  42.6254  55.5802  29.9769  21.9202  28.4420  23.1895  57.3899   9.9934  36.0949        0   8.2439  52.7839        0  59.0551  22.3037        0        0                                                                                                                                                                                                                                              
  44.9454  42.6275  55.5780  29.9756  21.9222  28.5536  23.0880  57.3892  10.0758  35.9740        0   8.3636  52.7884        0  58.9245  22.1949        0        0                                                                                                                                                                                                                                              
  44.9424  42.6295  55.5758  29.9743  21.9242  28.6653  22.9867  57.3887  10.1583  35.8531        0   8.4835  52.7931        0  58.7939  22.0861        0        0                                                                                                                                                                                                                                              
  44.9395  42.6316  55.5736  29.9731  21.9262  28.7771  22.8855  57.3885  10.2410  35.7324        0   8.6036  52.7980        0  58.6633  21.9776        0        0                                                                                                                                                                                                                                              
  44.9366  42.6336  55.5713  29.9718  21.9282  28.8891  22.7844  57.3886  10.3238  35.6117        0   8.7239  52.8031        0  58.5327  21.8692        0        0                                                                                                                                                                                                                                              
  44.9337  42.6357  55.5691  29.9705  21.9301  29.0011  22.6835  57.3889  10.4068  35.4911        0   8.8445  52.8084        0  58.4020  21.7609        0        0                                                                                                                                                                                                                                              
  44.9308  42.6377  55.5668  29.9693  21.9321  29.1132  22.5826  57.3894  10.4899  35.3706        0   8.9653  52.8138        0  58.2714  21.6528        0        0                                                                                                                                                                                                                                              
  44.9278  42.6398  55.5646  29.9680  21.9341  29.2254  22.4819  57.3903  10.5731  35.2502        0   9.0863  52.8195        0  58.1407  21.5448        0        0                                                                                                                                                                                                                                              
  44.9249  42.6418  55.5623  29.9667  21.9360  29.3378  22.3813  57.3913  10.6565  35.1299        0   9.2076  52.8253        0  58.0100  21.4370        0        0                                                                                                                                                                                                                                              
  44.9220  42.6438  55.5601  29.9655  21.9380  29.4502  22.2809  57.3927  10.7400  35.0097        0   9.3291  52.8314        0  57.8793  21.3294        0        0                                                                                                                                                                                                                                              
  44.9191  42.6459  55.5578  29.9642  21.9399  29.5627  22.1806  57.3942  10.8236  34.8896        0   9.4508  52.8376        0  57.7486  21.2218        0        0                                                                                                                                                                                                                                              
  44.9162  42.6479  55.5555  29.9629  21.9419  29.6754  22.0804  57.3961  10.9074  34.7696        0   9.5728  52.8440        0  57.6179  21.1145        0        0                                                                                                                                                                                                                                              
  44.9132  42.6499  55.5532  29.9616  21.9438  29.7881  21.9803  57.3981  10.9913  34.6496        0   9.6950  52.8507        0  57.4872  21.0073        0        0                                                                                                                                                                                                                                              
  44.9103  42.6519  55.5510  29.9604  21.9458  29.9009  21.8803  57.4005  11.0753  34.5298        0   9.8175  52.8575        0  57.3565  20.9002        0        0                                                                                                                                                                                                                                              
  44.9074  42.6539  55.5487  29.9591  21.9477  30.0139  21.7805  57.4031  11.1595  34.4100        0   9.9402  52.8645        0  57.2258  20.7933        0        0                                                                                                                                                                                                                                              
  44.9045  42.6559  55.5464  29.9578  21.9496  30.1269  21.6808  57.4059  11.2438  34.2904        0  10.0631  52.8717        0  57.0950  20.6866        0        0                                                                                                                                                                                                                                              
  44.9016  42.6579  55.5441  29.9565  21.9516  30.2400  21.5813  57.4090  11.3282  34.1708        0  10.1863  52.8791        0  56.9643  20.5800        0        0                                                                                                                                                                                                                                              
  44.8987  42.6599  55.5417  29.9553  21.9535  30.3533  21.4819  57.4123  11.4127  34.0513        0  10.3097  52.8867        0  56.8335  20.4736        0        0                                                                                                                                                                                                                                              
  44.8957  42.6619  55.5394  29.9540  21.9554  30.4666  21.3826  57.4159  11.4974  33.9319        0  10.4334  52.8945        0  56.7028  20.3673        0        0                                                                                                                                                                                                                                              
  44.8928  42.6638  55.5371  29.9527  21.9573  30.5800  21.2834  57.4198  11.5822  33.8127        0  10.5573  52.9025        0  56.5720  20.2612        0        0                                                                                                                                                                                                                                              
  44.8899  42.6658  55.5348  29.9514  21.9592  30.6935  21.1844  57.4239  11.6672  33.6935        0  10.6814  52.9107        0  56.4412  20.1552        0        0                                                                                                                                                                                                                                              
  44.8870  42.6678  55.5325  29.9501  21.9611  30.8071  21.0855  57.4282  11.7523  33.5744        0  10.8058  52.9191        0  56.3105  20.0494        0        0                                                                                                                                                                                                                                              
  44.8841  42.6697  55.5301  29.9489  21.9630  30.9208  20.9867  57.4328  11.8375  33.4554        0  10.9305  52.9277        0  56.1797  19.9438        0        0                                                                                                                                                                                                                                              
  44.8812  42.6717  55.5278  29.9476  21.9649  31.0346  20.8881  57.4376  11.9228  33.3365        0  11.0554  52.9364        0  56.0489  19.8383        0        0                                                                                                                                                                                                                                              
  44.8782  42.6736  55.5254  29.9463  21.9668  31.1485  20.7896  57.4427  12.0082  33.2177        0  11.1805  52.9454        0  55.9181  19.7329        0        0                                                                                                                                                                                                                                              
  44.8753  42.6756  55.5231  29.9450  21.9687  31.2625  20.6913  57.4481  12.0938  33.0990        0  11.3059  52.9546        0  55.7874  19.6278        0        0                                                                                                                                                                                                                                              
  44.8724  42.6775  55.5207  29.9437  21.9706  31.3766  20.5930  57.4536  12.1795  32.9804        0  11.4316  52.9640        0  55.6566  19.5228        0        0                                                                                                                                                                                                                                              
  44.8695  42.6794  55.5184  29.9424  21.9724  31.4907  20.4950  57.4595  12.2653  32.8619        0  11.5575  52.9736        0  55.5258  19.4179        0        0                                                                                                                                                                                                                                              
  44.8666  42.6814  55.5160  29.9411  21.9743  31.6050  20.3970  57.4656  12.3512  32.7435        0  11.6836  52.9834        0  55.3951  19.3132        0        0                                                                                                                                                                                                                                              
  44.8637  42.6833  55.5136  29.9398  21.9762  31.7193  20.2992  57.4719  12.4373  32.6252        0  11.8100  52.9933        0  55.2643  19.2087        0        0                                                                                                                                                                                                                                              
  44.8608  42.6852  55.5112  29.9385  21.9780  31.8338  20.2015  57.4785  12.5235  32.5070        0  11.9366  53.0035        0  55.1335  19.1043        0        0                                                                                                                                                                                                                                              
  44.8579  42.6871  55.5088  29.9372  21.9799  31.9483  20.1040  57.4853  12.6098  32.3889        0  12.0636  53.0139        0  55.0028  19.0001        0        0                                                                                                                                                                                                                                              
  44.8550  42.6890  55.5065  29.9360  21.9817  32.0629  20.0066  57.4924  12.6962  32.2709        0  12.1907  53.0245        0  54.8720  18.8961        0        0                                                                                                                                                                                                                                              
  44.8520  42.6909  55.5041  29.9347  21.9836  32.1776  19.9094  57.4997  12.7827  32.1531        0  12.3181  53.0353        0  54.7413  18.7922        0        0                                                                                                                                                                                                                                              
  44.8491  42.6928  55.5017  29.9334  21.9854  32.2924  19.8123  57.5073  12.8694  32.0353        0  12.4458  53.0463        0  54.6105  18.6885        0        0                                                                                                                                                                                                                                              
  44.8462  42.6947  55.4992  29.9321  21.9872  32.4073  19.7153  57.5151  12.9562  31.9176        0  12.5738  53.0575        0  54.4798  18.5849        0        0                                                                                                                                                                                                                                              
  44.8433  42.6966  55.4968  29.9308  21.9891  32.5223  19.6185  57.5232  13.0431  31.8000        0  12.7019  53.0689        0  54.3490  18.4815        0        0                                                                                                                                                                                                                                              
  44.8404  42.6985  55.4944  29.9295  21.9909  32.6373  19.5218  57.5315  13.1301  31.6825        0  12.8304  53.0805        0  54.2183  18.3783        0        0                                                                                                                                                                                                                                              
  44.8375  42.7004  55.4920  29.9282  21.9927  32.7524  19.4253  57.5401  13.2172  31.5652        0  12.9591  53.0923        0  54.0876  18.2752        0        0                                                                                                                                                                                                                                              
